time,speed,number_of_reads,region_id,bus_count
2015-01-02T13:31:19,21.14,462,1,27
2015-01-10T08:01:28,23.8,252,1,20
2015-01-07T10:21:06,23.18,342,1,24
2015-01-09T02:10:22,0,51,1,4
2015-01-27T23:40:19,25.91,87,1,8
2015-01-14T08:51:01,21.82,515,1,31
2015-01-17T06:20:48,25.91,184,1,13
2015-01-13T09:11:00,19.77,599,1,32
2015-01-06T12:21:00,21.95,359,1,25
2015-01-21T07:21:22,22.5,629,1,43
2015-01-26T20:40:26,19.09,293,1,18
2015-01-14T14:40:40,21.14,435,1,34
2015-01-06T00:50:28,23.32,79,1,8
2015-01-13T04:31:00,28.23,79,1,9
2015-01-26T22:31:06,23.18,262,1,17
2015-01-13T01:01:15,0,42,1,3
2015-01-23T05:40:24,27.27,246,1,18
2015-01-05T21:10:38,17.05,359,1,21
2015-01-08T19:01:42,15.68,442,1,29
2015-01-08T01:01:12,29.52,55,1,5
2015-01-04T18:10:37,20.45,320,1,19
2015-01-16T18:01:51,22.5,608,1,40
2015-01-08T02:10:20,0,32,1,2
2015-01-05T20:40:23,16.36,268,1,16
2015-01-03T00:50:26,30.14,97,1,7
2015-01-31T21:31:10,22.5,309,1,20
2015-01-24T01:40:08,0,37,1,3
2015-01-29T05:10:33,24.55,189,1,14
2015-01-24T15:21:03,21.14,341,1,26
2015-01-16T07:51:07,20.45,556,1,41
2015-01-31T17:21:01,19.09,338,1,25
2015-01-17T04:20:39,27.55,33,1,5
2015-01-02T21:01:28,22.5,296,1,17
2015-01-24T18:31:14,19.09,492,1,32
2015-01-23T22:50:34,23.86,200,1,12
2015-01-27T07:11:02,22.5,563,1,37
2015-01-24T20:40:26,23.05,343,1,19
2015-01-13T02:01:10,0,26,1,2
2015-01-16T05:50:41,24.55,305,1,19
2015-01-04T06:31:00,21.82,205,1,13
2015-01-06T14:21:07,20.32,403,1,29
2015-01-16T01:30:58,0,52,1,3
2015-01-23T18:31:32,20.45,500,1,37
2015-01-01T17:10:37,19.77,249,1,16
2015-01-12T16:21:19,19.09,535,1,35
2015-01-10T08:10:38,21.14,278,1,17
2015-01-18T07:20:48,24.55,163,1,9
2015-01-24T16:50:46,20.45,333,1,25
2015-01-15T10:50:45,22.5,516,1,28
2015-01-14T06:31:24,21.82,400,1,28
2015-01-19T10:31:20,21.14,425,1,27
2015-01-21T08:31:45,23.86,566,1,35
2015-01-13T18:21:18,19.77,552,1,40
2015-01-12T18:11:01,19.09,544,1,34
2015-01-05T04:50:28,25.23,131,1,11
2015-01-15T17:31:34,18.41,554,1,36
2015-01-02T08:31:37,21.14,576,1,38
2015-01-07T09:21:14,23.86,349,1,24
2015-01-25T08:10:33,23.86,243,1,14
2015-01-18T15:31:14,20.45,277,1,19
2015-01-22T05:20:51,26.59,222,1,13
2015-01-24T10:31:13,23.18,390,1,28
2015-01-16T08:11:05,20.45,519,1,34
2015-01-23T16:21:19,19.3,538,1,37
2015-01-20T21:10:37,21.82,348,1,20
2015-01-19T09:21:11,20.66,388,1,26
2015-01-19T12:10:45,21.89,440,1,26
2015-01-04T00:31:00,30.34,111,1,8
2015-01-20T08:01:58,20.45,573,1,35
2015-01-22T11:50:47,20.45,387,1,26
2015-01-26T02:30:55,0,27,1,1
2015-01-17T08:20:56,21.14,283,1,17
2015-01-05T02:50:22,0,9,1,2
2015-01-20T05:40:24,24.55,275,1,16
2015-01-21T19:31:17,21.14,398,1,28
2015-01-17T13:50:44,19.77,332,1,24
2015-01-23T04:20:43,0,39,1,3
2015-01-08T08:11:06,20.45,564,1,35
2015-01-29T09:21:19,22.16,386,1,24
2015-01-17T21:20:52,20.45,291,1,18
2015-01-12T17:31:35,17.86,519,1,36
2015-01-31T11:01:29,21.82,296,1,24
2015-01-25T13:40:24,22.43,312,1,19
2015-01-05T08:11:04,19.77,419,1,28
2015-01-13T17:21:24,17.73,532,1,33
2015-01-07T21:31:07,23.86,217,1,14
2015-01-09T04:20:42,0,45,1,4
2015-01-13T09:21:18,23.11,412,1,29
2015-01-31T21:01:34,17.05,265,1,22
2015-01-31T15:10:48,21.14,448,1,27
2015-01-21T13:21:06,19.77,421,1,26
2015-01-12T17:40:49,17.73,657,1,35
2015-01-27T10:10:51,24.95,435,1,25
2015-01-06T18:01:46,18.41,663,1,40
2015-01-29T13:50:51,21.14,498,1,30
2015-01-15T15:01:46,21.14,446,1,28
2015-01-02T09:31:26,21.41,397,1,28
2015-01-22T11:10:45,25.23,469,1,30
2015-01-19T10:10:49,21.82,338,1,25
2015-01-23T01:20:42,0,30,1,3
2015-01-09T01:50:24,0,33,1,2
2015-01-09T04:10:25,0,53,1,4
2015-01-28T14:31:30,21.14,382,1,26
2015-01-31T03:10:20,0,10,1,1
2015-01-10T02:20:37,0,25,1,2
2015-01-25T22:01:20,21.82,140,1,13
2015-01-17T00:10:30,25.43,139,1,9
2015-01-06T07:31:36,19.77,539,1,34
2015-01-12T15:31:31,17.73,525,1,32
2015-01-14T04:40:15,28.74,158,1,9
2015-01-05T03:50:22,0,9,1,1
2015-01-17T20:40:22,22.5,309,1,20
2015-01-05T04:01:09,0,62,1,4
2015-01-14T08:40:47,21.82,415,1,29
2015-01-21T15:01:48,21.14,368,1,26
2015-01-04T19:40:23,20.45,245,1,18
2015-01-16T03:30:54,0,12,1,1
2015-01-24T23:10:30,23.86,273,1,16
2015-01-14T00:40:13,28.64,88,1,7
2015-01-14T02:30:53,0,1,1,1
2015-01-04T19:50:34,21.82,226,1,16
2015-01-31T15:21:02,19.09,412,1,26
2015-01-12T08:01:56,19.98,558,1,34
2015-01-15T19:10:56,20.45,533,1,30
2015-01-20T00:40:11,26.59,136,1,8
2015-01-20T04:40:12,29.32,147,1,7
2015-01-19T14:01:39,18.41,348,1,24
2015-01-12T12:10:44,22.5,397,1,25
2015-01-05T21:01:28,16.43,320,1,20
2015-01-24T04:20:39,30.68,41,1,7
2015-01-28T18:11:00,21.14,525,1,35
2015-01-27T00:30:59,26.59,87,1,5
2015-01-30T14:31:28,20.59,389,1,25
2015-01-27T13:01:38,21.82,343,1,26
2015-01-24T18:10:45,19.77,428,1,23
2015-01-25T15:10:38,21.14,290,1,22
2015-01-22T22:40:20,21.82,211,1,15
2015-01-19T00:30:57,27.65,110,1,8
2015-01-04T08:10:34,23.86,256,1,14
2015-01-10T06:31:04,22.5,161,1,12
2015-01-27T06:01:34,22.23,295,1,24
2015-01-04T13:31:09,21.14,287,1,18
2015-01-04T00:10:29,23.18,133,1,11
2015-01-17T17:50:45,19.77,431,1,28
2015-01-23T00:01:18,26.39,127,1,8
2015-01-27T15:31:33,19.09,517,1,31
2015-01-29T05:01:18,27.27,193,1,14
2015-01-30T15:11:00,20.11,396,1,28
2015-01-17T14:10:45,20.45,428,1,28
2015-01-25T23:20:46,27.27,144,1,9
2015-01-18T14:50:38,22.5,372,1,23
2015-01-04T07:40:17,21.82,180,1,12
2015-01-08T03:30:52,0,11,1,1
2015-01-18T20:50:35,22.5,251,1,15
2015-01-30T09:50:50,23.18,379,1,24
2015-01-23T15:10:57,19.84,470,1,32
2015-01-07T20:40:28,22.5,254,1,16
2015-01-17T12:40:30,19.77,353,1,24
2015-01-12T09:01:52,21.14,460,1,34
2015-01-08T13:01:32,19.09,310,1,23
2015-01-09T22:50:31,23.86,203,1,10
2015-01-25T03:10:18,0,22,1,1
2015-01-23T01:30:58,0,13,1,1
2015-01-17T05:10:26,26.59,121,1,9
2015-01-27T16:31:37,19.77,476,1,30
2015-01-11T02:50:19,0,29,1,2
2015-01-17T13:31:20,19.09,431,1,27
2015-01-25T01:50:21,0,22,1,1
2015-01-07T04:10:24,29.32,51,1,5
2015-01-24T23:20:49,24.55,207,1,12
2015-01-31T13:10:42,20.45,444,1,29
2015-01-25T17:50:39,21.14,262,1,21
2015-01-12T00:40:14,23.18,127,1,6
2015-01-27T21:01:37,22.5,313,1,21
2015-01-27T12:10:46,22.5,442,1,30
2015-01-28T06:21:03,22.5,308,1,21
2015-01-24T13:40:33,20.45,416,1,28
2015-01-09T18:21:21,19.09,568,1,33
2015-01-16T08:51:04,21.14,426,1,26
2015-01-29T08:51:08,21.07,422,1,33
2015-01-22T23:50:27,23.76,184,1,8
2015-01-03T03:40:05,0,24,1,1
2015-01-15T19:40:34,21.82,437,1,25
2015-01-24T06:31:05,21.61,194,1,14
2015-01-30T13:10:47,20.59,359,1,23
2015-01-02T11:01:31,21.61,334,1,24
2015-01-14T09:21:20,21.82,382,1,27
2015-01-17T11:20:58,20.45,356,1,26
2015-01-18T06:10:27,25.91,149,1,8
2015-01-13T16:01:47,18.41,439,1,32
2015-01-15T00:31:00,28.64,117,1,7
2015-01-28T12:31:20,20.45,417,1,27
2015-01-27T13:21:08,23.18,389,1,26
2015-01-31T15:31:17,19.77,407,1,27
2015-01-27T07:40:55,21.14,637,1,40
2015-01-06T01:10:27,0,49,1,4
2015-01-03T15:10:42,19.77,408,1,23
2015-01-10T22:10:33,21.14,251,1,15
2015-01-09T08:11:05,20.05,444,1,30
2015-01-23T14:50:58,19.77,482,1,29
2015-01-09T03:50:23,0,18,1,3
2015-01-02T05:10:31,27.48,198,1,15
2015-01-31T18:50:44,19.77,373,1,26
2015-01-10T12:10:45,20.45,308,1,22
2015-01-01T05:50:25,24,149,1,11
2015-01-04T03:30:52,0,19,1,1
2015-01-11T13:01:29,21.14,318,1,22
2015-01-18T01:20:41,25.91,81,1,5
2015-01-17T18:31:16,21.82,430,1,30
2015-01-10T23:01:19,22.5,274,1,16
2015-01-27T22:10:38,24.34,214,1,15
2015-01-22T17:51:03,19.09,586,1,37
2015-01-12T08:40:51,20.45,507,1,34
2015-01-14T18:01:48,19.09,511,1,40
2015-01-15T13:40:31,21.82,382,1,25
2015-01-14T09:11:01,22.3,534,1,29
2015-01-31T05:10:26,28.36,129,1,9
2015-01-11T23:10:29,19.77,194,1,13
2015-01-18T17:01:28,19.77,296,1,19
2015-01-14T18:50:55,21.14,563,1,39
2015-01-19T01:20:40,0,61,1,4
2015-01-15T01:40:09,0,55,1,3
2015-01-23T00:40:12,30,143,1,8
2015-01-26T03:20:37,0,12,1,2
2015-01-28T12:10:46,22.5,408,1,26
2015-01-04T07:31:02,25.23,184,1,13
2015-01-27T09:11:07,23.18,448,1,29
2015-01-26T04:10:23,0,51,1,4
2015-01-21T16:11:07,21.14,620,1,38
2015-01-04T14:40:23,19.91,289,1,20
2015-01-16T22:01:33,21.82,252,1,16
2015-01-28T03:30:53,0,21,1,1
2015-01-22T00:10:29,25.23,167,1,10
2015-01-27T17:01:56,19.09,426,1,31
2015-01-01T17:40:23,23.73,293,1,19
2015-01-29T10:21:07,23.18,333,1,24
2015-01-17T12:10:44,20.45,428,1,31
2015-01-16T01:50:22,0,28,1,2
2015-01-16T16:40:47,21.14,539,1,35
2015-01-21T14:50:56,19.09,489,1,32
2015-01-22T02:40:05,0,22,1,2
2015-01-29T23:20:49,23.86,196,1,13
2015-01-23T12:31:20,19.77,348,1,26
2015-01-25T10:10:35,19.7,232,1,15
2015-01-08T02:40:04,0,13,1,1
2015-01-01T21:01:25,23.59,165,1,14
2015-01-30T02:40:04,0,14,1,1
2015-01-23T16:31:35,20.45,496,1,32
2015-01-03T19:40:26,22.5,412,1,26
2015-01-26T06:01:35,21.82,268,1,20
2015-01-26T14:21:12,21.82,421,1,28
2015-01-04T09:31:04,21.89,220,1,14
2015-01-01T01:01:16,25.64,55,1,5
2015-01-18T22:20:47,23.86,165,1,14
2015-01-18T15:01:28,21.82,306,1,21
2015-01-13T05:10:34,24.55,132,1,11
2015-01-09T09:50:52,21.61,294,1,22
2015-01-03T07:20:52,21.82,279,1,20
2015-01-12T00:50:24,23.69,86,1,6
2015-01-05T12:31:17,23.86,351,1,24
2015-01-14T10:50:45,23.86,399,1,27
2015-01-30T05:31:11,25.36,209,1,14
2015-01-25T06:40:15,23.25,150,1,10
2015-01-13T00:50:27,27.65,50,1,6
2015-01-27T07:21:23,21.14,504,1,37
2015-01-27T18:50:54,20.32,453,1,38
2015-01-15T10:10:48,21.2,440,1,27
2015-01-11T00:31:00,25.91,134,1,9
2015-01-30T23:40:18,23.86,88,1,8
2015-01-23T17:01:53,20.45,471,1,33
2015-01-25T10:50:37,22.91,215,1,17
2015-01-11T14:40:24,20.45,291,1,20
2015-01-11T06:10:28,28.36,149,1,9
2015-01-12T21:01:28,22.5,252,1,19
2015-01-02T09:50:47,20.45,409,1,27
2015-01-15T21:31:10,22.64,239,1,16
2015-01-06T03:01:07,0,52,1,2
2015-01-13T22:01:25,22.09,187,1,13
2015-01-20T02:30:54,0,27,1,2
2015-01-06T11:40:28,19.77,318,1,25
2015-01-25T08:50:35,22.5,242,1,15
2015-01-05T12:10:46,23.18,394,1,27
2015-01-27T16:51:03,21.14,512,1,37
2015-01-22T19:50:47,22.5,323,1,23
2015-01-11T14:10:38,21,313,1,19
2015-01-28T01:01:14,23.86,51,1,5
2015-01-01T00:31:02,28.13,56,1,5
2015-01-16T07:01:46,21.82,606,1,43
2015-01-13T11:40:30,21,323,1,24
2015-01-07T20:31:13,21.82,250,1,16
2015-01-24T01:20:40,0,29,1,3
2015-01-08T05:50:36,23.93,340,1,19
2015-01-05T16:11:01,19.77,497,1,31
2015-01-14T14:31:25,19.77,340,1,23
2015-01-13T18:40:45,20.45,529,1,34
2015-01-18T02:50:21,0,40,1,2
2015-01-14T15:40:45,18.41,573,1,32
2015-01-04T01:30:56,0,43,1,3
2015-01-06T03:20:38,0,11,1,2
2015-01-12T20:40:24,18.41,286,1,18
2015-01-01T14:31:09,21.82,276,1,20
2015-01-09T09:11:01,21.14,558,1,33
2015-01-31T20:10:40,22.5,352,1,20
2015-01-01T20:01:22,23.86,262,1,17
2015-01-19T23:10:32,24.55,244,1,14
2015-01-07T22:10:34,23.86,218,1,13
2015-01-16T13:01:38,19.77,372,1,23
2015-01-17T09:20:54,21.89,380,1,23
2015-01-19T17:11:04,18.41,573,1,35
2015-01-14T19:50:43,22.5,376,1,21
2015-01-16T17:01:52,18.41,551,1,36
2015-01-27T08:40:54,21.82,540,1,38
2015-01-03T21:20:54,20.45,270,1,19
2015-01-25T11:31:12,21.82,328,1,19
2015-01-11T01:20:46,0,18,1,2
2015-01-20T15:31:40,21.14,561,1,35
2015-01-03T15:50:42,19.09,331,1,21
2015-01-20T14:50:59,19.09,472,1,34
2015-01-21T05:10:33,27.27,171,1,13
2015-01-06T15:21:12,19.77,475,1,29
2015-01-14T18:31:33,19.77,655,1,41
2015-01-31T02:20:41,0,11,1,3
2015-01-09T04:01:08,0,48,1,4
2015-01-02T08:21:20,22.5,476,1,40
2015-01-21T22:20:57,25.91,236,1,16
2015-01-11T01:50:22,0,37,1,3
2015-01-27T01:10:26,0,43,1,3
2015-01-29T00:50:24,0,109,1,4
2015-01-12T04:10:22,0,49,1,4
2015-01-14T08:31:38,20.45,525,1,32
2015-01-01T10:31:09,24.55,267,1,20
2015-01-09T19:50:44,21.82,320,1,24
2015-01-19T03:50:20,0,8,1,1
2015-01-10T14:01:31,21.14,431,1,30
2015-01-26T16:51:03,18.41,482,1,35
2015-01-05T06:01:30,21.82,287,1,21
2015-01-25T21:20:50,23.05,223,1,16
2015-01-21T16:40:54,19.09,551,1,37
2015-01-27T04:50:28,25.91,152,1,13
2015-01-05T21:20:56,16.16,284,1,18
2015-01-13T10:50:44,23.18,400,1,27
2015-01-26T01:50:19,0,22,1,3
2015-01-21T08:21:28,21.82,489,1,35
2015-01-04T21:50:29,23.18,182,1,12
2015-01-19T06:31:21,21.82,373,1,29
2015-01-09T14:40:36,20.45,435,1,28
2015-01-16T15:40:44,17.73,501,1,29
2015-01-09T23:10:29,22.5,199,1,10
2015-01-16T21:40:19,20.73,267,1,16
2015-01-16T21:01:45,20.45,293,1,19
2015-01-06T12:31:18,20.05,307,1,26
2015-01-20T20:31:11,21.82,304,1,19
2015-01-06T00:10:29,18.55,179,1,12
2015-01-05T17:01:50,19.09,559,1,35
2015-01-27T02:40:06,0,27,1,2
2015-01-04T01:10:23,0,65,1,4
2015-01-14T14:01:45,20.39,382,1,24
2015-01-19T02:01:11,0,15,1,1
2015-01-10T09:40:24,21.14,281,1,19
2015-01-18T11:10:39,21.89,260,1,18
2015-01-17T22:01:23,21.82,231,1,18
2015-01-05T02:20:39,0,6,1,1
2015-01-07T19:40:30,22.16,376,1,26
2015-01-13T05:31:10,24.55,182,1,13
2015-01-27T08:11:08,20.45,462,1,34
2015-01-26T04:50:30,26.59,143,1,13
2015-01-20T23:10:31,23.18,232,1,13
2015-01-15T02:10:24,0,19,1,4
2015-01-08T09:40:37,20.45,338,1,25
2015-01-21T03:50:20,0,18,1,3
2015-01-17T16:01:32,20.45,442,1,30
2015-01-29T06:31:22,22.5,361,1,30
2015-01-02T22:50:32,23.18,205,1,12
2015-01-31T12:40:31,18.41,380,1,26
2015-01-30T20:31:16,22.5,358,1,23
2015-01-10T04:30:55,0,51,1,4
2015-01-19T21:20:56,23.45,287,1,21
2015-01-03T12:50:44,20.05,397,1,28
2015-01-25T03:30:54,0,21,1,1
2015-01-16T12:40:32,19.77,428,1,25
2015-01-10T01:40:07,0,28,1,2
2015-01-09T17:11:03,18.41,486,1,31
2015-01-16T00:20:45,25.91,96,1,7
2015-01-04T04:10:19,0,40,1,4
2015-01-28T02:20:38,0,5,1,1
2015-01-05T23:40:16,19.09,183,1,10
2015-01-05T11:40:29,20.45,378,1,23
2015-01-07T10:01:39,18.89,334,1,24
2015-01-31T23:31:01,21.14,161,1,10
2015-01-12T11:10:46,22.5,408,1,26
2015-01-16T05:40:22,26.59,262,1,16
2015-01-29T04:40:13,29.25,152,1,8
2015-01-05T04:20:41,27.95,61,1,6
2015-01-21T03:20:38,0,7,1,2
2015-01-06T21:10:35,22.5,305,1,18
2015-01-19T12:50:48,22.5,363,1,25
2015-01-29T16:21:20,18.41,625,1,41
2015-01-05T03:01:10,0,15,1,1
2015-01-27T08:01:58,20.45,556,1,35
2015-01-07T18:10:58,19.77,451,1,28
2015-01-09T22:31:04,21.82,219,1,14
2015-01-10T01:50:21,0,45,1,3
2015-01-01T07:40:15,24.55,145,1,12
2015-01-14T06:01:40,21.14,258,1,20
2015-01-28T19:01:44,19.98,458,1,33
2015-01-12T22:01:28,22.5,228,1,15
2015-01-28T10:40:33,21.82,366,1,21
2015-01-02T23:31:06,27.27,178,1,9
2015-01-08T15:10:56,16.36,321,1,25
2015-01-29T16:40:46,21.14,535,1,37
2015-01-27T11:31:21,21.14,371,1,25
2015-01-24T15:40:30,19.77,425,1,29
2015-01-08T09:01:46,23.18,442,1,30
2015-01-04T13:20:58,19.77,332,1,22
2015-01-17T16:10:46,23.86,456,1,31
2015-01-29T13:01:34,19.09,455,1,29
2015-01-02T18:10:58,21.82,479,1,30
2015-01-28T03:40:07,0,19,1,1
2015-01-16T13:21:05,20.8,416,1,26
2015-01-10T13:40:30,22.5,371,1,25
2015-01-30T01:20:43,0,15,1,2
2015-01-17T23:31:02,24.41,153,1,12
2015-01-21T00:30:59,26.83,134,1,8
2015-01-20T21:50:35,27.27,291,1,16
2015-01-28T07:11:02,22.98,584,1,40
2015-01-28T04:40:12,31.13,130,1,7
2015-01-09T04:30:58,27.27,61,1,5
2015-01-04T05:20:40,27.27,67,1,5
2015-01-28T06:01:35,25.23,279,1,23
2015-01-21T04:10:22,0,38,1,3
2015-01-13T09:31:33,21.82,359,1,28
2015-01-06T01:20:42,0,35,1,3
2015-01-10T02:30:51,0,2,1,2
2015-01-22T21:10:41,22.5,338,1,20
2015-01-08T22:40:19,21.14,219,1,15
2015-01-30T21:10:43,23.86,351,1,20
2015-01-26T05:20:52,23.18,274,1,15
2015-01-14T19:21:05,20.59,479,1,29
2015-01-26T13:31:25,21.14,416,1,30
2015-01-11T22:40:19,21.14,146,1,13
2015-01-27T11:10:45,25.91,380,1,26
2015-01-26T09:50:55,23.86,364,1,27
2015-01-15T16:40:53,18.89,544,1,37
2015-01-07T12:40:30,21.95,349,1,27
2015-01-09T00:40:10,20.93,134,1,10
2015-01-06T18:40:45,19.77,500,1,27
2015-01-10T23:31:02,21.82,176,1,10
2015-01-03T21:31:05,23.18,275,1,21
2015-01-08T17:11:05,15.68,583,1,33
2015-01-20T01:40:08,0,50,1,3
2015-01-27T22:50:33,25.91,196,1,13
2015-01-21T15:21:19,21.89,500,1,33
2015-01-14T08:11:11,21.14,587,1,35
2015-01-04T13:01:27,19.77,275,1,17
2015-01-14T21:40:22,23.18,211,1,15
2015-01-30T12:50:47,21.68,403,1,25
2015-01-22T01:20:44,0,42,1,3
2015-01-08T19:31:23,18.41,467,1,33
2015-01-10T16:40:29,21.07,372,1,23
2015-01-30T04:50:29,27,145,1,12
2015-01-30T20:40:22,21.14,282,1,16
2015-01-20T10:50:45,23.86,477,1,28
2015-01-04T10:01:21,21.82,222,1,15
2015-01-30T20:01:32,24.55,372,1,27
2015-01-18T23:10:31,24.14,177,1,10
2015-01-24T18:01:30,20.45,383,1,27
2015-01-04T14:50:38,22.36,353,1,23
2015-01-15T02:20:35,0,0,1,0
2015-01-10T20:50:36,21.82,235,1,18
2015-01-06T16:40:48,19.09,559,1,33
2015-01-12T15:21:17,19.09,424,1,28
2015-01-15T22:50:32,22.5,165,1,9
2015-01-09T00:50:27,23.86,101,1,7
2015-01-27T11:21:04,21.14,401,1,27
2015-01-08T09:31:27,22.5,331,1,24
2015-01-17T14:50:45,20.45,419,1,24
2015-01-30T07:51:04,19.64,533,1,41
2015-01-14T11:40:30,21.82,317,1,25
2015-01-27T09:21:19,23.86,370,1,24
2015-01-04T16:01:26,21.55,335,1,21
2015-01-01T11:50:38,21.82,289,1,21
2015-01-05T05:50:37,25.23,317,1,18
2015-01-08T07:40:44,22.5,535,1,38
2015-01-28T02:40:05,0,33,1,2
2015-01-04T04:50:22,0,27,1,3
2015-01-03T07:50:35,24.48,232,1,17
2015-01-09T23:50:29,26.32,129,1,6
2015-01-29T22:20:54,22.5,207,1,15
2015-01-18T07:01:16,23.18,203,1,11
2015-01-21T03:01:08,0,15,1,1
2015-01-30T08:21:22,21.14,570,1,42
2015-01-31T08:20:56,23.86,225,1,16
2015-01-27T02:30:54,0,35,1,2
2015-01-20T03:20:40,0,10,1,2
2015-01-23T14:31:26,21.14,408,1,30
2015-01-29T10:50:49,21.82,455,1,27
2015-01-10T13:01:33,21.14,430,1,27
2015-01-05T15:01:42,21.14,451,1,32
2015-01-26T19:31:22,20.45,325,1,26
2015-01-06T04:20:43,36.34,68,1,5
2015-01-03T04:30:54,0,37,1,4
2015-01-05T04:30:59,27.95,71,1,6
2015-01-25T07:01:17,26.22,132,1,9
2015-01-13T22:20:54,20.45,161,1,13
2015-01-17T21:31:06,21.14,316,1,19
2015-01-21T21:20:56,21.82,256,1,18
2015-01-19T16:01:49,20.45,467,1,31
2015-01-04T18:40:23,21.14,255,1,16
2015-01-27T00:40:13,24.55,150,1,7
2015-01-15T17:11:08,20.93,604,1,39
2015-01-24T03:10:18,0,16,1,1
2015-01-29T22:10:34,23.73,263,1,15
2015-01-11T13:50:37,23.18,306,1,19
2015-01-06T04:10:22,28.88,52,1,5
2015-01-30T00:20:47,24.27,69,1,6
2015-01-08T06:10:44,22.5,392,1,28
2015-01-11T11:20:58,21.82,237,1,21
2015-01-05T18:50:52,20.32,573,1,35
2015-01-11T08:20:51,24.61,200,1,17
2015-01-26T18:01:54,19.77,564,1,36
2015-01-05T06:10:43,25.23,336,1,24
